Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IDA total,IDA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,87562026692.0513,114440857136.65,138972182384.309,158049903231.155,169441803880.994,186619394652.169,221680765149.522,264779516419.525,309675530971.098,339256555546.341,350614286664.238,317683322457.74,311160470470.057,314103914683.181,339029090002.319,359690047238.125,345570444936.636,344815653488.465,343312887275.679,349039722869.333,332516588451.322,319856059659.954,335371014431.919,364465352113.982,388445871015.223,394260550459.146,404435069577.412,418738028083.775,437468928464.047,464525876367.993,511137384122.61,604165474744.536,705313630070.808,828365081411.865,968519093471.971,1164505047650.96,1279335535263.99,1400230494418.63,1517655253236.76,1706385079133.51,1873109264041.73,2054795381473.62,2105569881773.99,2091113854545.45,2113979406018.2,
IDA blend,IDB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,13486239359.9293,14734852130.9717,15671948717.7229,17009935110.4416,18237504588.3649,18610493962.1209,20192502353.6648,23469157033.9909,28672549150.3797,31072765208.0942,33659398740.8679,35803530798.2344,47241053735.5733,55418689334.7946,67031060779.002,75316816511.7744,83660085050.9328,99659404389.8063,120731389811.858,149916937935.673,179283559436.275,198170226734.852,171128413111.856,160240956699.896,149169203242.856,152309604658.564,159963109031.202,150959678141.69,152576449617.473,150330464902.54,153713676703.497,140345766815.488,137520562220.753,143911221006.72,159460693694.127,169930182740.89,170016353193.188,174490512334.173,180430088751.382,191186318432.207,207983368605.474,231465210816.032,278474026451.045,329540752571.279,405362222568.982,481243112170.031,582725850671.273,627983283802.21,678526006705.698,730708601591.916,833200732816.229,934199871540.425,1025997485283.54,1037135198087.92,994207102056.337,954719294440.626,
Indonesia,IDN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,7769866584.96239,9052775670.8756,9913847538.07907,10873679137.9545,13944893028.9328,20104742350.2349,28162744115.8379,35544960217.4865,41809152353.2829,49988243004.9381,56953170728.783,69657700161.931,80451135697.4516,86919246624.1585,83288820759.413,84572697095.8437,83090368346.3242,86715554027.0138,87324491093.9376,90088601036.1498,93586420024.6824,101910452950.07,111902819730.768,124366509880.808,142010500380.563,165279611301.981,194601681203.143,218210284396.724,222541603690.497,135080275196.189,119650744634.706,122450409459.164,154214850972.461,172499137485.743,198234185989.083,241393121387.257,276758984581.45,315565145516.75,371908892063.093,457090279931.007,512965798113.462,612253815558.796,737717018641.029,889278532542.617,939754625213.986,922995728689.026,886547499338.414,890618091431.442,934365285896.883,
IDA only,IDX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,141227692357.786,138575616712.599,144778554105.837,161594157755.22,184903474789.241,198135370633.082,193590605971.761,190894974303.291,191850476670.255,194060334800.954,191897691144.607,181691056473.168,190812276117.507,204046951087.65,217496828359.999,223436583845.926,229108118997.247,237463240627.257,245152638882.345,254884992238.37,277703609854.497,323095812952.537,372497930305.865,418147357844.097,481277563818.834,574021796799.376,644452636099.719,715106054654.912,780306008887.448,864416450763.699,927091439832.965,1015720345931.05,1056395332850.77,1088313908693.33,1157564105778.8,
Isle of Man,IMN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258924207.27778,1408948063.90254,1619707689.41601,1683518132.06002,1746988164.98733,1858604765.88698,2193980399.19828,2720338793.53776,3179284972.96921,3610618233.32522,3890138752.69419,5398007708.52545,5643927520.22513,5722292114.1418,5982499004.85785,6860591006.70297,7378426277.93495,7429408876.73201,6990121527.47411,6691107920.90765,,
India,IND,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,40621681708.0869,45116217074.06,51832212312.1212,55108421716.519,53209398253.4071,54265714971.1668,53186622633.7868,58373440426.8987,63022198305.1357,66722095740.5042,70844393121.6185,84589849167.8834,100861604857.46,116700181482.452,113551989648.591,119419514822.447,136307036928.451,150037347710.139,185190595035.059,208079571163.584,207553266965.829,209603556714.558,212972908505.918,226218248276.808,247046704662.538,283718793854.37,324713520246.632,328283246362.789,330069458801.141,304401342111.341,308276738611.823,296567020758.343,318385952190.819,349537144027.453,389948918122.751,404384921058.653,414501225773.642,448288422630.754,460785019960.131,478910757680.498,493480890335.18,566180857983.248,678049759039.454,804739225208.732,912540206707.854,1083413953300.45,1191623496341.94,1350265554947.52,1507910668842.08,1715265791903.27,1872096327909.85,1941116422168.66,2020999036099.81,2099220192893.36,2224659787397.37,2405743593130.55,
Not classified,INX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,6276789092.94106,7835495758.46125,9394408261.21552,10824268790.3788,10627110731.1259,11734303524.2593,13724287108.9312,17263012187.38,21774221580.1402,23422600356.9753,22264476034.8591,20083045687.3469,19822997625.2202,19911053574.5027,22557011390.1303,29086555445.7924,36738564389.277,38958573064.1292,44137988786.5633,46393097402.3716,51388373946.7836,52218352444.7688,55581256653.5406,61062706138.4661,68847781583.8427,75720716331.868,79341568767.7351,85145715619.4075,91704876562.1948,93179986172.0231,98064250034.065,119715511164.167,153407381376.236,185588521731.864,205599237113.278,222536575009.698,229298621562.026,212732938083.221,204132381617.629,197474719264.241,191350006533.636,203553256442.651,218160503072.287,243815892370.518,256365245064.275,266160160237.156,
"Iran, Islamic Rep.",IRN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,4939724705.97727,5118949155.07068,5505203567.37446,6416571856.20675,7106735380.66731,7849911149.86892,9036326889.44832,10432938825.9852,11540459568.8266,13606330700.5145,16897638226.9368,23137920420.3975,34659788535.7589,47791815778.3304,67245501234.0306,72282387023.6299,71119332947.1889,86005302455.1963,81040940396.9483,96678560482.7316,133694363713.41,143892494490.925,141585556834.852,165283849933.433,181538282880.974,182806025846.29,160872820013.256,141744771603.378,143689345642.237,,,,,80275831703.4261,98681735318.9434,112590876269.216,115061093352.434,111264720027.236,115265507043.323,118683807110.694,126176993148.407,149942651347.695,173634123832.266,206637185289.603,245850040784.7,304880066370.029,356725246770.636,402585519489.397,457536042712.376,512303242833.087,539179512409.228,538264996617.398,507063110130.82,424105670038.38,438869007072.529,441046322743.189,
Iraq,IRQ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,53691468588.4913,48537660145.6554,43998759011.4902,35021628616.3867,38648734647.7467,42854344008.4864,48579786833.0916,57324927017.0211,61775628573.4842,63268229238.3561,122763148529.211,,,,,,,,,,,,,,,,55938618091.9443,71394849076.9472,103074220267.518,120478961288.78,136157943666.608,152577383732.434,201092662505.936,232394811192.694,233742149697.096,209981414262.83,200227163528.774,177325326827.47,
Iceland,ISL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,280481087.585506,323479574.868951,387567639.670805,469103340.061838,581826188.645777,618271495.256565,562064166.198631,505794508.15242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7977653666.48722,8431957119.52585,8870253850.8928,8751434478.06853,8891971188.88096,9760934536.27816,12273619170.5467,15039285146.6351,16287795654.6471,19296466197.367,15915712073.0777,13380281789.456,11617347567.1765,12043121441.6957,13067900566.6749,15237429251.6878,15764177542.7368,16526500156.9542,18438783056.8961,20760769205.248,
Israel,ISR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,3027338320.44626,3170012295.73468,3239348469.93476,3699445025.49823,3871782085.47447,4050013879.4944,4843054899.2343,5491940542.29993,6201808000.44453,6880251524.03105,8543994676.83191,10373186495.491,14347761206.7991,16779642772.9284,16735268748.154,16635944529.9206,17751778025.0739,21234699072.0399,23527187372.6724,26585079786.054,26565732686.5521,27070403960.4555,27121533236.6506,27519083136.6252,30431928788.0139,37040036637.0918,46216170789.3354,49332931469.4661,56470022734.6768,63689566087.4413,73668542004.6685,77642779492.0286,84534219909.6661,94293719349.0041,104188434664.379,110017753315.752,111843352429.182,113218662160.278,121165195630.454,123948451547.871,121936777264.472,124454882884.875,135640120226.165,148651169133.98,157048985923.945,171609364863.097,190741522894.774,204380371572.629,225505625154.996,244159498279.449,254546206908.805,276511810595.278,294049899541.489,302353870266.121,309784359150.961,324677963504.522,
Italy,ITA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,49039522314.4454,54567043543.5464,59972791169.1016,66533106005.7548,74148050788.3597,81930085970.028,90268418453.9997,99159428098.4641,110629044165.878,121619833621.498,141759460490.914,177496817366.989,215881333161.969,238870098970.433,250607768655.255,263528027607.671,294688533349.766,378419874867.126,474276860768.595,490539409355.271,463160220059.354,430046630588.957,437835109225.512,453075784005.777,529007046243.128,685914633180.658,900441602210.355,976909796994.247,1055024810237.5,1152063798397.87,1299472377484.96,1222958602368.82,1181855075914.47,1171327367649.5,1237316398166.97,1265070246503.01,1259527793174.23,1246730131250.17,1242434514584.14,1200749571656.41,1177546440542.98,1333508859899.31,1627820069116.26,1877529927034.3,1989282901810.27,2093357193146.29,2221574735343.97,2227281089686.41,2234109718711.08,2237562911285.09,2143241298459.24,2130705743326.78,2112744174795.08,2002070763058.76,1922117131262.77,1878329660106.5,
Jamaica,JAM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,1139689809.87026,1195417743.69285,1348150428.30121,1440578018.51254,1897889923.39214,2005183873.93806,2366209986.22437,2778208369.06789,2824683283.34634,3014076948.80398,3019061195.90094,2776649092.18077,2618218216.58771,2835099788.81555,3001684322.33945,3031105921.07413,2595883608.07325,2176467242.38082,2241289539.88669,2767726993.29183,3532928333.5995,4053084998.41197,4287099016.96674,4234561044.03957,3942811223.32299,4547055743.86543,4696293368.96212,5773128382.79133,6420913595.37884,7105910440.24665,7526227008.46586,8182919097.93708,8578463884.90813,8639459489.9865,8740878044.28574,9296162835.51912,9928625037.33031,10368130864.8734,11221171497.0062,11939149087.459,12692311773.9939,12076075182.809,12310903631.8048,12941882591.7151,14104545674.5506,14259832543.0234,14015534432.7915,13468966201.0901,13245582640.1158,13770623540.8043,
Jordan,JOR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,2067861064.35798,2683897816.92947,3382689672.76614,4356925392.35167,4787688171.83151,4907489192.796,4812883363.98749,5017083684.57303,5100951547.24905,5813546576.19291,6646205361.48139,6897371774.77588,5170631416.30066,4544011275.25333,4111812624.21809,5069010867.00529,5433616503.91146,5893066273.68381,6525200549.39668,6769889377.80139,7030872342.02796,7292709291.3607,7719926716.47088,8567274167.15353,9061394865.81227,9456676775.69497,10334124152.5699,12048399937.1683,13476159434.3194,15063325327.5938,17075331718.5336,20189420546.1401,22964128470.8662,24890944668.5889,27003224655.4441,29422949248.2872,31920442727.8553,34069718801.97,35594302956.3771,37055991295.1778,38659076833.4859,
Japan,JPN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,58263336690.8219,66780643407.4231,78212137589.8284,87873945268.9135,102987555979.422,120524588631.589,144524620852.059,171679803567.231,190334695994.689,223179443070.314,290255055119.834,391030121996.414,485423692685.843,573293039508.444,606397850978.577,673299439031.604,851904080365.563,1088861554588.69,1261079681970.2,1304465854176.15,1243938098044.63,1213472926311.61,1254223458240.37,1387175458183.17,1679338658409.24,2202098505006.56,3031921514934.69,3319219025169.22,3440775312108.81,3537041158749.28,3790121050958.52,4176564939541.67,4620997162739.49,5281637806421.46,5425795417769.78,5047726014344.83,4354197527198.28,4277591058057.35,4595162800786.96,4675882499303.16,4434184873540.92,4479549240350.86,4899554578633.49,5182637712715.08,5105064678227.02,4959300110562.38,4975181428116.8,4967603590411.35,5562857597246.06,5992371028554.37,6315107709543.61,6152741865330.33,5593496346714.97,4942751515806.62,4825577489692.27,4888123656553.58,
Kazakhstan,KAZ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23367577491.4659,21152220916.2561,20227832862.1865,20816210491.3309,21363169389.203,20885490080.6016,19275782387.4238,18739747514.7652,20014862527.2409,22529559833.3004,26905726043.1651,34459306059.0253,44610524386.5057,59055269125.1697,77039063903.0265,96383955510.8604,109131807197.534,121371416099.063,137061182367.763,166922826921.758,201746170166.061,208947034276.164,200364184403.159,156647523117.304,143781636881.703,
Kenya,KEN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,836050920.518749,924938645.171985,973334015.738158,999617813.724493,1159379221.42331,1206136253.58178,1344671405.23544,1495590297.97096,1511904502.29813,1881061039.9569,2276184095.59794,2512827860.12596,3006746173.30394,3417146005.47931,3513875319.33881,4108841857.81588,4926113778.43041,6214419020.17364,7445379214.55263,7662932653.89494,6990942514.50309,6199954882.86785,5991196539.25528,6072634562.32888,6945764086.54356,7980500072.6452,9007022569.99407,9067001926.55033,8845123291.81595,8466097918.67535,8334013201.87982,6965872398.69727,6895075480.73951,7450070896.2949,9612734954.86117,11327633424.5473,12956211906.0384,13283708945.6831,13172825467.5588,13000594243.0183,12882107441.9805,14031381214.9056,16076230711.3065,18609116462.7221,21847775290.0599,27060703357.6326,32710330147.8788,36649690185.1554,40444560728.6762,42878433152.7165,46449993545.7856,51365587626.7479,57832854395.3688,61836173995.3802,67090271230.8409,72733783145.0466,
Kyrgyz Republic,KGZ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328333384.61074,2028618430.01586,1660241212.88384,1625957233.84018,1787811344.90554,1853274635.0875,1699295893.1105,1447542656.53548,1375179516.74594,1386743932.45811,1449151148.67801,1723947482.69224,2050469319.16903,2298698282.26036,2607925314.40371,3222049672.02242,4068038542.6708,4654912665.92061,4636750078.81926,4850448505.53457,5814144155.08039,6829122263.38624,7280098361.98798,7028803387.33261,6743497591.14491,6990032573.98454,
Cambodia,KHM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653589381.95926,3488194844.83278,3614350379.65982,3364321403.68404,3523570623.59775,3657595026.43581,3876679653.04869,4014092859.19993,4542950446.02976,5290233016.54388,6164301624.41218,6979365691.52529,8050566120.44706,9277305232.61672,9818655539.34738,10701438315.2515,11790473010.784,13030075817.5196,14539145936.9063,15573069863.2985,16465389427.7753,17903611833.1948,19759256941.6088,
Kiribati,KIR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,49979506.500709,50201677.7051078,41142060.8964387,39480887.1101567,47995020.8327203,48064733.9107436,37257852.142576,34269714.0535061,34196211.1662959,36933250.1483729,44485346.691946,47207046.398062,51902921.9575848,70940604.1962351,76665634.8251989,77109808.9026027,80377121.2654363,89253082.3496528,85899749.5959978,107527369.761653,119694054.176469,108242224.66568,112662707.296184,115364558.060333,108787120.812018,116519349.086196,138740125.977218,159396108.942854,161134307.93113,175791425.944007,190134860.730435,191663703.806846,210498602.592144,219228891.668129,278435021.350577,326548032.360262,355834938.728564,383711037.574062,358988866.531487,350344843.759862,
St. Kitts and Nevis,KNA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,59626337.0361085,72068553.903598,79331492.8389005,83093393.4529962,85327027.7473254,94472912.4269735,105143439.974304,127350462.329836,151236945.633477,178418581.469165,188046766.534555,210169490.757652,212384601.672046,232337530.897825,254708254.95943,279210143.192505,307393740.918086,326520312.449551,346343458.795627,338531848.70701,361294257.785688,407702573.86553,432613252.771091,441797276.26184,443722200.879568,502232053.5451,572275706.915567,612274101.951229,647743201.56115,747145981.3829,746798890.392767,739270023.014487,770390349.901583,782540207.434215,844594212.849064,834245840.827264,840034853.089294,878363702.207739,898548517.825333,
"Korea, Rep.",KOR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,3140863438.2122,3275217127.61563,3777149440.66771,3861752957.69675,4035913033.62431,4552657044.09968,5838126708.48751,7490833782.4936,8949800445.43306,10331505599.191,11514988837.3769,14527969514.7688,18955847948.7652,23084557232.6446,28725262000.3871,35032861890.7607,47098536313.2199,62785262440.2725,70903435999.2822,78115469840.4093,80041428388.92,85833233660.0357,93661546832.1507,99933696088.8097,116198759913.712,145021096135.512,187525128639.982,225242312785.596,272600989061.534,322046743644.202,357445947742.816,391588421358.88,442587562418.313,522981058278.071,593473491317.082,608173502858.862,466105863301.709,473417498922.63,504943696990.38,550393966243.712,593840054440.848,639411884558.268,751633018613.251,856967087369.457,966585538006.141,1091726483304.81,1118647005746.23,1037380988815.19,1053301795979.14,1125786802155,1232163606584.23,1298957705402,1360133900915.22,1390079923608.56,1418910401051.38,1460491790647.44,
