Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Least developed countries: UN classification,LDC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,105980924208.391,123136577427.042,145710363994.649,156984050935.757,161903009378.538,159829098391.828,162439404886.926,151958753546.471,149405862967.785,140228771577.576,150998726069.158,162001421528.256,174571973018.533,177889408488.253,182031361581.884,190420911571.191,196882348244.726,208303198527.708,228436490025.449,269336250155.444,315673028035.769,361677054927.735,425588796855.279,509229788823.076,573187242933.195,635383556602.865,694556914756.892,781528336818.806,842069094907.208,924949429660.784,947340574424.797,957813060554.547,1014236901478.84,
Low income,LIC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116864021479.564,120070043272.164,119347499764.943,115742117240.955,104420037513.298,104714687160.225,109929247623.129,116564534065.446,119892661601.556,121945454237.875,127605480166.209,133899048165.765,140501966452.497,150031760599.862,174689549473.414,200508746370.685,224331226116.607,257530867381.701,302368546709.504,344823961687.692,383276113604.635,412882017471.467,458225360067.536,506055303694.765,546457906931.073,552347425809.49,545656167199.555,567280840852.206,
Liechtenstein,LIE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,113441828.922742,146560447.723865,188719729.348539,237950001.60016,267834060.725703,302373774.991194,368579168.442008,471232834.323979,585122216.833204,593278042.893426,539200179.67606,502887674.453371,514063042.410391,538306512.045411,630020397.655503,867558399.398873,1167232759.84252,1241081972.48817,1309190322.93727,1387429912.55493,1606116710.45441,1699799466.81264,1886182904.85196,2163375181.67423,2463588157.46169,2551048688.12767,2508724103.00323,2577186992.23412,2617085777.30782,2289514462.31153,2204267505.32855,2339143388.29827,2710674267.41212,3218796512.94516,3639222946.50583,3951024964.17557,4323639643.42623,4159694648.49014,,,,,,,,,
Sri Lanka,LKA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,1405747999.35399,1385023819.54373,1458976865.86349,1682425482.5414,1928908398.50339,1956250906.49588,2088010885.35611,2073586210.76681,2165171111.00754,2386208657.98369,2801453830.06138,3346092536.79414,3777939629.75774,3583417135.87473,3678221004.5306,3477995094.30867,3904460040.93651,4155404138.2193,4626877150.2284,4865787583.28206,4901723892.91806,5306070064.75207,5949650760.48022,6646343071.87505,7124079129.06828,7681839942.81466,7590241685.42745,8052391844.57768,8659341453.51468,9730379998.17028,10684656982.317,11535599045.2734,12639704709.8796,13658169914.3672,14732499171.877,15136805010.1149,15631974448.1522,16406829324.8647,15694757178.7912,16102332609.8271,18058203355.1179,20629101853.8617,23689658659.2382,26808817148.4298,30782969973.6945,35804056150.9736,40383769918.9263,48796024975.5631,58046838743.6524,68558095199.7726,71920817464.3544,75601403888.6092,78752855987.4725,80442983730.5579,82608390194.3676,
Lower middle income,LMC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,130204514862.748,132798871752.171,146891992082.548,162522761413.34,173845992103.973,186646819036.24,218461092022.519,271850650294.27,325895419383.085,351325811044.566,380626664196.555,430030916919.513,493502788853.793,598565270159.102,682415656746.615,719535714810.876,726607547162.238,702898244515.211,709290035102.65,748205581643.574,828157886399.33,904661272064.33,908646227643.151,915777083271.876,898540590299.732,922136107287.638,913614185340.683,965708230665.988,1063255386990.04,1182013488409.87,1242902826548.49,1175761028809.35,1207982879194.54,1248746501444.83,1319692715408.25,1376794169623.64,1541337582374.89,1820920027265.45,2113162865070.14,2430327298650.55,2874060152139.23,3355329863854.44,3701388962557.34,4138658003552.58,4639228610904.35,5235130788793.87,5602311196528.05,5867558527133.49,5946462780591.4,6072049148438.1,6296457444360.77,
Low & middle income,LMY,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,406742641481.97,420665514105.101,445421864038.063,497330117512.367,552326494662.128,595928360292.671,663572389909.242,811762067945.413,1021531453356.25,1242268611064.88,1350788508809.66,1445976898583.71,1593714203899.29,1866348050241.94,2184705104383.6,2420228104545.9,2464080407750.64,2361858200560.18,2360065257734.76,2458442451027.78,2626351405324.53,2864860959739.7,3073535813498.6,3183274158120.51,3368540977190.05,3605887275970.27,3746317381385.9,3870068199412.37,4055316110499.59,4446790412473.73,4926563380856.99,5304072045798.73,5202831917774.72,5197559885538.07,5477850977498.24,5619664330218.16,5902503084377.5,6529871380330.06,7716652511916.21,9091172476943.77,10669453889202.6,12801561338234.2,15282572860702.2,16674809362329.6,18835842751599.3,21193703863181.3,24299362054115.4,26593233794069.5,27896198643246.4,27496711374195.5,27261939791150.9,27986779362494.2,
Lesotho,LSO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,71435176.5606418,78530369.45984,80570417.616896,83304061.0556539,90171979.2027724,99188236.8491633,109527216.529093,163094933.323642,248950216.189606,263031326.440725,328587530.769313,380914635.966923,426170573.860834,522447310.820298,594171324.336623,704125716.928376,856454030.631106,778827248.171354,726863064.622871,618171683.158974,606236357.897552,668437785.61561,808326759.84755,867832278.072285,930132884.185401,1008425311.41432,1152878356.97183,1200698317.9459,1270539919.88899,1309741118.2012,1361571950.75867,1367626653.19888,1231398182.71483,1226628256.15062,1185611877.85583,1302352132.81832,1202837401.4675,1347501519.59075,1616531699.7979,2035536500.58958,2250927557.19381,2588927366.6173,2612181680.58243,2443618384.70514,2607295203.86939,2873794475.70442,3233648100.87272,3152707197.99956,2966543782.53718,2873568759.44934,2824094844.77105,2710293150.51262,
Late-demographic dividend,LTE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,232086150989.408,232845417345.031,244364135145.516,277404031227.164,315468329278.869,344499394425.009,385883574370.08,480221548178.457,588809219728.988,688268651603.443,720624011489.833,780804912656.811,866687267433.887,1017137442763.93,1157228134071.68,1203252024244.87,1183406785961.73,1120117240613.34,1160072638174.61,1220941434587.67,1354999670001.94,1496384912320.06,1647843216123.29,1810455667212.25,1880743732471.42,2130655340591.96,2186600943573.46,2255278837274.66,2356398596848.55,2698353113471.18,3094699981444.57,3398279117175.68,3323077464785.98,3223276496326.77,3341140148637.95,3388855258793.53,3571433789976.03,4005257776366.69,4781055710112.49,5684475997113.37,6782332310415.9,8301798659669.64,10125143110841.1,11125529974694.7,12591649228235,14288381998834.7,16529140987268.7,18403645533693.7,19410794113443.2,19123453243535.5,18871639750096.1,19407991425853.8,
Lithuania,LTU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9280062596.09918,10139038127.8721,10497337472.8787,11246476828.2855,12007414583.0994,13171730892.1826,16058115759.0941,20392516103.5871,25238606716.7586,28848443198.3258,34328692923.2405,40482737767.0418,39316436082.7303,38497312480.8192,40011020330.4472,42138375585.91,45080884537.2208,46983481157.8647,43895369438.2949,42430236293.7856,42983021452.5435,
Luxembourg,LUX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,522574817.1801,545997066.283688,612317917.15682,636988288.559961,673981154.294018,693331879.016289,753656391.653799,864924663.746531,1031416193.11844,1150990765.69209,1416160108.10849,1838461297.25497,2452923876.99886,2855526354.44871,3079629192.7659,3289165254.74978,3867696966.47618,4710035782.40143,5652242085.20531,5672488529.67902,5472252346.35023,4944892614.90485,4793793239.20808,4827466885.40689,5765719014.10969,7470030278.54642,9742949983.80459,10853694617.8434,12062438935.3462,13724553572.5827,15420283383.7163,16052340695.0225,16794542428.0332,18856875386.0145,20189965407.7598,21305507673.3449,20060613284.3746,20058250463.3465,20326116733.6927,20201624001.2616,19071706741.0713,20830365651.4007,28846099014.415,34429080212.481,33924819775.8728,41494804400.9833,43119029659.5049,35548741659.8359,39765246501.0062,39856844221.688,40059397370.4574,41025537054.487,41882193133.7821,41884068400.3483,41667358965.7546,42115073648.6309,
Latvia,LVA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6611048868.59567,6921455769.44717,7141723143.49615,7842521904.21372,8405515041.41748,9080738568.33902,10679526175.1839,13165523400.6527,16477622080.1772,19705656183.2273,24571782641.2559,29210025068.8,29988895682.1177,26466084635.0826,27037526823.1848,28046970031.3355,30006883719.8353,30531071069.2962,29595792823.4558,28557598019.6515,28603684748.9717,
"Macao SAR, China",MAC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,1295948212.89224,1304176725.03479,1544298120.77482,2005947507.44285,2401313181.99196,2688780014.38391,3084970766.55681,3533150451.11604,4553601552.0299,5295260991.89335,6056893894.85941,6721253199.56584,6883407993.55284,6957343680.69503,6431319351.18417,6128054343.22704,6293876750.51832,6896825564.93911,7328137095.79136,8223777947.58999,10492889081.785,11596338138.4261,12997154247.0068,17447702052.3565,17703544893.5569,19231127087.7747,24532945172.7732,30222626302.2208,34542189787.396,40741049148.2293,43801272076.8709,38748459793.7787,39868614582.1705,44854725567.3707,
St. Martin (French part),MAF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,3454362733.56611,3739422891.21724,4016382497.42135,4396652376.66455,4906462692.91828,5998704228.26337,7739692748.6922,9567860583.0291,10539355877.9178,11249652176.5507,12407032790.0966,15324017474.0945,19655888901.7265,19829432397.6043,19932382943.9563,17010472007.549,16124371986.9705,15479021783.5224,17867083991.8464,20347532929.2793,25995444543.2322,27207610342.8546,28940345216.3078,31557785746.7556,33025757419.0776,32386546951.9296,36103866051.955,35479251078.9148,41823860617.2291,40888565727.2852,41403612138.6954,40630817077.4441,40423190599.334,41123783888.7897,40832847649.582,46593764779.379,55993763410.7712,63817917578.8725,70012667849.2079,75133273365.6365,86275667827.529,93438161542.095,96294797488.4911,99886556938.8133,100417881045.857,105816420635.878,106120314976.197,106341535370.763,103012571347.004,103862872806.483,
Monaco,MCO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833095946.11668,1700878559.76237,1481452978.08848,1376963548.60117,1448189945.76748,1657178660.80022,2062632273.88723,2613578178.60787,3190574068.7603,3682508033.15349,4131622700.98974,5360872761.41318,5596685296.99687,6476695217.8816,7085890582.36347,7633172363.25385,8805680472.70531,9104788749.32546,7938978074.83416,7614470056.84332,7793104535.97611,
Madagascar,MDG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,707049619.973321,720347992.172913,770646823.818701,797619224.212461,880989588.052568,964308715.376349,1066751409.20574,1108568110.80169,1170460144.05894,1228954583.63573,1309843828.1831,1532536884.07967,1919042913.93916,2330746830.845,2314957239.32745,2453101751.88639,2579045559.84759,3328430775.60944,4017963499.49295,3826751948.48533,3638912781.32341,3410056343.11637,3148048532.43811,2983580043.88058,3051892273.57869,2986644728.94192,2877942374.62698,2602977561.88269,2785368079.45081,2578269082.2843,2881358436.44017,3055608165.59204,3089173757.4678,3160225057.00389,3377361216.562,3593569763.98101,3739471643.65029,3719512122.00298,3870248071.51753,4172798768.19371,3842153963.46744,4857960148.55065,5183712476.36824,5376411611.70467,5352485872.47256,6357911145.42988,7911225658.28368,8490617908.23868,8791821880.90234,9097095927.32778,9542090439.97689,10163412643.8532,10427412438.3625,10088485964.5227,9883578752.09553,10305670719.8847,
Maldives,MDV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465614973.800148,498818810.800962,540744320.698297,579046007.188163,642147441.123396,771927278.225976,1027809252.37307,1174693618.85923,1104962633.42779,1486709814.96836,1500187832.82972,1859786869.24199,1929965973.35724,2179912768.95731,2509498806.4428,2633260212.38149,2827269980.04319,3184015641.92588,3478445241.4205,3872557886.34069,4258258476.6179,
Middle East & North Africa,MEA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705620042117.598,774548181869.214,827604869850.358,847190498505.597,849583010561.064,908502480508.465,954263798535.488,968828028003.027,1072132734781.83,1241896443277.07,1442840872987.54,1675865103447.34,1973040879318.54,2344268742544.98,2470184935519.86,2681598312821.14,2897811673336.05,3328332734676.5,3591183797056.41,3649251836630.81,3452264364458.7,3341385379035.99,3215387835844.1,
Mexico,MEX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,14659119018.1453,16311307146.0803,18855206802.6928,21111058885.793,23401113479.3456,26060824906.1419,29675397414.8851,31986204213.1845,35266740084.2265,38690930979.012,44861163667.1311,55653814190.368,70206012348.519,87094137870.0272,94138488575.489,92835930645.4981,102383398396.585,125181576753.268,173666910349.926,227059580523.585,212958498231.84,174734165273.919,163725447994.847,172818531008.96,161138352531.819,161904848702.953,168767549697.085,195302757594.9,234010884389.661,277673744305.845,328048310012.093,397579150139.147,478325879250.191,438652260121.078,430616153376.049,440455418957.605,480142949358.168,537444615295.741,614243644078.559,676202769221.778,721830298288.073,759045771716.463,817519190073.776,853740064016.691,934906034173.901,1009973545443.44,1083709145196.83,992380626448.089,1031498804879.77,1076966651482.74,1178346291391.85,1220178658763.64,1264972004365.03,1238950509918.89,1160221858694.25,1112394644632.47,
Marshall Islands,MHL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155071522.275721,135907617.536508,130268417.936738,131409805.116823,136301894.482071,148809234.324445,154958993.606979,154708123.796092,160960537.833764,174435200.707618,186518650.255019,188243121.36493,195937590.464185,196389685.260767,194383121.922489,198651884.28425,207509287.267349,209477516.517954,226761733.001094,238090585.443012,250183490.475205,245502476.402834,257082812.190017,
Middle income,MIC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,390562843019.899,403368587621.226,427225333601.871,477422895177.563,530866398958.154,572884045276.923,637452811832.513,781546195859.926,982758751855.067,1194527096166.53,1299192648633.77,1392267889001.01,1534471184019.74,1796283917974.04,2100434297271.32,2327601250034.51,2371763018137.46,2275009723311.21,2275336885504.42,2370777448357.07,2533156058822.84,2763770948696.54,2963606177518.29,3076166831043.6,3258555683858.92,3492841573772.85,3633114625510.39,3759507218130.13,3953596039528.82,4344154029079.98,4818269899908.26,5189070321841.74,5085111082066.08,5078034195708.9,5352690351840.52,5488617419758.29,5764981129336.25,6382511743330.38,7544819026169.28,8893416177191.88,10447082858492.1,12544978872498.1,14980011549385.7,16333669076088.5,18455327740173,20779804387923.2,23836482337688.4,26083136973230.1,27348712225718.7,26946012982988,26717539911907.6,27422672936631.7,
"Macedonia, FYR",MKD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480351857.64339,2892741814.96179,2776094668.59089,3542388627.50123,4347540812.27024,4426577969.9163,4044701195.79662,3860687730.27838,3878714811.51685,3713259733.38772,3738893183.25217,4282221257.24798,5271774842.74824,6155923446.00154,6837521995.1208,7401880419.53178,8941877356.4999,9529429243.73385,9742030804.77294,9960615775.38681,9823485856.55399,10380254905.9094,10797450182.9671,10615999864.4078,10364466060.3961,10173648209.5867,
Mali,MLI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,335278094.976844,374498801.556523,408858617.938495,474775460.796494,559734793.76917,610543064.735735,793907905.592653,935382526.069692,1092725082.49903,1180682388.24829,1515826941.8167,1742360105.36224,1769561574.78246,1490094892.5953,1317466450.49572,1249411445.58741,1441713072.09876,1628414508.73225,1916134250.44152,2373287695.27082,2446141266.88727,2435035282.25903,2790670740.34724,2915845805.8309,2939247692.43543,2657009815.7822,2591091063.86231,2654380410.15998,2846540550.70423,2872657944.07782,3091229044.85803,3103423939.35897,3409157655.14195,3385534519.88347,4189951391.51965,4933428932.94626,5873776317.96298,6539932327.05313,7351435157.66706,8621088110.4923,9795343631.46279,10426765667.0017,11366139004.1374,11694648759.8035,12750636317.9724,13705152455.3169,13861803143.6653,13928144928.4365,14298627118.5134,
Malta,MLT,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,328387963.727451,379736411.396256,471852851.271395,604296399.974791,649077974.229424,710872047.740616,824133357.023338,1033956537.17777,1354508532.58111,1490118449.18577,1482830404.06418,1302559124.88613,1265452923.36933,1240052578.68034,1369554515.71958,1698863020.32245,2174936656.34985,2425021925.52957,2689949169.69208,2889143704.65231,3204219913.76906,3181213300.39581,3221932289.97184,3393930684.49084,3605739561.58045,3786937723.89211,3779692432.28644,4073155476.64963,4259313538.52812,4385312039.36303,4504538154.99717,4986132756.44224,5739120177.41681,6322902090.58297,6610947640.97017,7206275530.5325,8168054559.97522,8052581813.9669,8511641547.18658,8917467554.12979,9083699402.91274,9651600313.40012,10383739347.395,10966774708.0566,10815666714.2221,11205697673.8748,
Myanmar,MMR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7906183195.29472,8833558801.63217,10869952696.4256,13240618838.4478,14499486115.0316,17543436337.954,23663228135.0396,32236961694.2691,42923195907.0329,51387080018.9863,58350091336.1524,63178280147.4419,64395226329.9196,63158524305.0446,63721876096.7913,64686697652.8379,
Middle East & North Africa (excluding high income),MNA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317297062110.773,359337213594.753,390124591064.755,409276681484.073,418102564450.5,440136632554.251,456497159517.67,466829311330.694,508736667630.769,572552787695.786,659957007567.811,756696019355.071,900163877581.735,1078434519423.42,1198841266258.81,1325106399594.08,1385494403578.78,1580666669684.52,1667310966964.6,1652658153184.9,1525900818402.48,1521057887450.39,1455818107928.24,
Montenegro,MNE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198454212.70466,1491531030.54186,1900002854.0383,2249393573.38684,2659916626.9855,3151457024.39473,3988393824.14463,4165889997.52661,4287115438.96515,4496855728.8314,4341941578.32828,4550329908.99482,4548448938.54981,4511800455.83707,4409870918.60716,4604609915.3168,
Mongolia,MNG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,2626695814.47641,2475355649.37402,2370751014.26871,2658695291.01385,3083700235.32732,3538026218.35784,3405241046.66224,3133639408.40811,2668014598.0923,1806705839.18741,1159996936.32681,972230433.765522,1064877784.8364,1276918212.58901,1355544187.36394,1226533801.13399,1133862016.18975,1115885952.29764,1168592644.48513,1293142869.67232,1517095332.65621,1894036113.26362,2264259103.98986,2861568945.65892,3646107991.36749,4734284977.10207,4782221505.20557,5437357185.34631,7173895893.6219,10305289407.0951,12492493837.0176,12389164485.1399,11463724094.2492,10698197534.7275,10061287580.6023,
Northern Mariana Islands,MNP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,3587019705.36437,2938067467.99142,2967285376.48363,3457726983.33368,4245361655.76616,3853100487.39949,3071426890.35835,2455661387.73017,2404781597.60666,2774466075.18426,2548561505.07522,2632793920.29489,2497039129.93201,2536024719.61804,3319196723.23683,3836479333.74757,4432306733.98835,5005985919.35973,5026697639.20385,5163451575.12026,4712978137.47124,5427037144.25989,6279771331.86599,7349566652.50151,8033693967.29379,8834826766.98424,10084134297.5209,11252868022.2757,11226693318.4239,12066342534.4714,13417533491.3372,15658054240.1962,16809255983.2585,16353763912.9652,13755080858.9294,12470926281.5307,
Mauritania,MRT,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,207715078.408234,201877728.643562,221544941.336503,220533659.299392,234909731.461563,288420004.100541,413783662.886956,452980226.140066,483262495.8568,514385883.513298,548970062.551077,637487881.58882,730238263.205927,757124628.718224,720265073.639969,704223074.926659,695850992.079066,677910773.782517,731734852.536539,822934942.329277,943744001.132224,1003768761.29575,984025846.962623,1124608787.60226,1308836412.0958,1410632437.80504,1301865881.49944,1378512685.73266,1562195642.08162,1438549551.69167,1410881633.61167,1483388200.82671,1395725657.94097,1305991571.65024,1358690044.37742,1526840042.77034,1810465940.29161,2185536435.53424,2706212033.87034,3072044588.67323,3607220508.55484,3813299956.60852,4090800968.62396,4452162439.1586,5031171099.97388,5551700296.01877,5496204197.66592,5157637545.25328,4845287024.78228,4855977486.5426,
Mauritius,MUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,951213173.791916,1167585987.44588,1202935598.52796,1256759347.32123,1181692950.64862,1072503112.01745,1043112588.47193,1086712360.81145,1287770503.22667,1686969778.45337,2155645344.80186,2346128148.76456,2578723117.81208,2806181420.84868,3237791488.14877,3423472223.12477,3597854905.32316,3899542233.6106,4291102492.27198,4472707095.27623,4385863443.60933,4275183582.69664,4596087659.62339,4669256074.80162,4690495346.22382,5163383167.85635,6157421598.94239,6658390072.9835,7302282411.90321,8021650163.00469,9180535853.11183,9632215665.40307,10314387701.6051,10746625288.0574,11625704965.7861,12321449556.2389,12345295573.1176,12358256061.7001,12366803996.6107,12805028298.5573,
Malawi,MWI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,179667233.928344,182161232.363603,186443429.347122,223668338.444203,256968949.717073,273213334.266736,262143982.378663,273765308.315569,279561649.067899,352181544.483565,408300349.863892,475669660.3172,595131266.958563,683193447.692313,693575749.433085,755933127.088148,904581988.174818,1047742065.78908,1169375643.5396,1191509939.81826,1196886629.98715,1164997278.60046,1183751103.22152,1178934163.19362,1172627458.13871,1230283042.79695,1386653910.31904,1477393001.42624,1723155980.80474,2059037260.14953,1956934792.55946,2129721323.64455,1529853328.83865,1579756248.70804,1717406848.09255,2078051959.70703,2149829931.22652,1967718171.73877,1749386425.98783,1655094400.75765,2010995068.63891,2681623205.2716,3726153066.08654,3778047147.29694,3999788008.00114,4455524701.4162,5085692258.79326,5794277102.57615,6542310410.58033,7378702705.27201,7015802986.76404,6451260033.23138,6014484414.06456,5908480871.31896,5804929021.12508,5978394821.68299,
Malaysia,MYS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,2056609239.05584,2252861267.18362,2484367731.52956,2873129766.27974,3147398126.18862,3316370624.47728,3532862552.1935,3670886712.56784,3950136070.75307,4366663746.22439,5000829009.12159,6634555069.69897,8889415020.60469,10409805949.6775,11425449165.9596,12442414518.3488,14834100302.5038,19464301912.928,24728297706.6576,27234663235.9571,26932197577.0715,26791308076.365,29695855337.3047,29948052735.5506,29913660291.8529,32360362546.084,36467724701.9637,39592331590.3052,43233642651.5493,47425866835.0214,54699428138.5477,62988009303.3053,71915600763.2068,82974223826.509,94568042867.2153,99625064137.6109,80495660876.0672,76642178403.5568,80179039103.9765,84094833161.9498,91743206394.6155,102820248678.432,119334216183.104,135484961660.55,153034656356.185,177055196443.973,204636705178.921,210840912447.515,232945356688.463,259323002206.113,295984521539.704,319543900671.664,332695279542.27,321123030009.608,307641631989.216,305212622437.633,
North America,NAC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,656064951527.96,691319238982.037,740423766934.691,806197049927.921,883049413133.424,931495230909.952,1022352583262.28,1105729283356.13,1162169649651.07,1267047465467.46,1432500779221.56,1684741716337.94,1876396890004.25,2028495081719.42,2164102724428.42,2333658931659.93,2635441479727.89,3009045111038.22,3333104444859.78,3611667415691.11,3596982813037.62,3720804798048.91,4165878554012.77,4525787220193.47,4982434580325.03,5633044307223.72,6265125377422.58,6431475124312.87,6601959800526.21,6753393377712.98,7221350590997.77,7494571086361.78,7910272196256.48,8373655183275.5,8803156669728.43,9198718904539.46,9502191633451.6,10079858043954,10879397798188.3,11218137845624.7,11518516685426.4,12398290896931.1,13737234555742,14803424383081.1,15583412381989.6,16021199084780.3,16500159840981,16197652437269.2,16659072916508.2,17350447612990.4,18271457499200.6,18824014620572,19485640642552.3,19783481619364.2,19968488767330.9,20561287430671.8,
Namibia,NAM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,2193272354.98244,2080588339.79887,1944553217.99705,1583267321.48165,1658199941.23009,2062525176.32271,2255504262.99038,2569780349.04262,2856286744.27157,3175072340.56659,3493022299.46792,3442290833.51678,3620181930.76747,4009055333.36157,4174718948.57712,4259729553.69534,4107682144.95798,3954329719.92004,4055420681.45847,3829669062.72326,3724654299.63022,4295617764.13805,5512312690.49105,6850487896.9237,7958818488.50626,8450190582.01688,8804610301.51633,8869142233.60089,9561109139.22809,11123933864.6396,12479720540.5137,13439141940.4013,13607962842.6402,12853258530.9688,11644048366.0224,11579832224.4759,
New Caledonia,NCL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,176920511.658163,215141360.189781,262376940.191175,360975141.975294,410311021.466249,474346705.580603,512921616.632028,690794127.517216,848497338.927204,862728963.445882,894560901.809059,959840487.053873,956270008.071207,1117522261.81647,1132424003.9735,1042900456.89558,879899382.579698,830562862.269718,850919918.683588,970737560.440896,1295305135.35326,2171055481.84231,2425858964.17822,2521810495.07513,2664964486.36526,2889402805.76615,3014920080.73493,3180318555.16233,3532174486.02008,3603596281.70454,3586582104.93413,3228389158.18385,3098174473.02618,2989344398.15642,,,,,,,,,,,,,,,,,,
Niger,NER,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,539522252.649246,591801817.958446,590993858.249971,654043509.740618,682376005.733961,694819607.071939,697444533.063765,648673962.31201,671218535.55502,724353882.990791,733501257.363698,768021615.848992,1046376318.30519,1192011309.82329,1154999850.20716,1278587919.34692,1603842447.54926,2034951676.31095,2441924752.06405,2435673177.79864,2250879734.63373,1866793108.96491,1438435061.00184,1489272589.25093,1745269847.84101,1990928168.89235,2464010886.95075,2501733186.27493,2368001050.79609,2409154240.45713,2379310275.93239,2048916411.82042,1847325821.46612,1751754976.27157,1889204374.73067,1947151647.15698,2054067608.45268,1981661588.74997,1911943710.37183,1972517810.06275,2002492643.48454,2370443345.72833,2812213596.31944,3346132647.70518,3704367817.20509,4037936869.88698,4846159841.13171,5226296409.86073,5800535594.98609,6093204081.03546,6829971887.80679,7401251703.40587,7979653862.01641,7803922520.97333,7664346448.2785,7684813011.18396,
